"callnum","circ","lang","ctry"
"DB879.L4 A9 2008","0","ger","au "
"PT2662.U67 L32 2009","0","ger","sz "
"DK40 .S32 2007","0","rus","ru "
"PQ7798.417.O597 D474 2007","0","spa","ag "
"PG7158.Z42 W31 2008","0","pol","pl "
"DG975.O84 C65 2008","0","ita","it "
"DG975.O84 C65 2008","0","ita","it "
"PG3483.3.O685 R37 2008","0","rus","ru "
"PG3283 .A484 1989","0","rus","ru "
"BR936 .L62 2008","0","rus","ru "
"DK32 .F55 2008","0","rus","ru "
"PG2991 .L37 2008","0","rus","ru "
"BR252 .E27 2008","6","eng","aa "
"PG3337.L43 M47 2008","0","rus","ru "
"DT324 M54 v.2","1","spa","sp "
"HC335 .H4417 2008","0","rus","ru "
"DG59.A2 V8 2008","0","ger","au "
"DG59.A2 V8 2008","0","ger","au "
"GT4852.A2 G73 2007","0","ita","it "
"DG443 .P837 2008","0","fre","fr "
"DG443 .P837 2008","0","fre","fr "
"BS2825.52 .W57 2008","0","ger","be "
"DD123 .K67 2009","0","ger","gw "
"PQ8549.G24 Z971 2008","0","spa","ag "
"PN56.P92 H67 2009","0","ger","gw "
"HQ1623 .F6725 2009","0","ger","gw "
"PN1998.3.T58 G58 2007","0","ita","it "
"DJ92.I53 B67 2008","0","dut","ne "
"BJ1405.D8 V476 2008","0","dut","ne "
"DK72 .I26 2008","0","rus","ru "
"PT2710.E54 B47 2008","0","ger","gw "
"DK507.54 .S58 2008","0","rus","ru "
"PT2378.P43 P465 2008","1","ger","gw "
"DK90 .N67 2008","0","rus","ru "
"PQ144 .B37 2006","1","rus","ru "
"KKT8701.A196 C6 2008","0","cat","sp "
"KKT8701.A196 C6 2008","0","cat","sp "
"KKT8701.A196 C6 2008","0","cat","sp "
"DK268.B384 B74 2008","0","rus","ru "
"NA1068.5.I58 F76 2005","0","eng","dcu"
"N6921.F7 A78 1998","0","ita","it "
"DK565 .I98 2008","0","rus","ru "
"HV8224 .C454 2008","0","rus","ru "
"DG297 .P69 2009","1","ger","gw "
"P1035 .C65 2006","0","ita","it "
"P1035 .C65 2006","1","ita","it "
"ML420.U83 S56 2007","1","rus","ru "
"PR4167 .T352 2001","0","eng","xxc"
"PR4167 .T352 2001","0","eng","xxc"
"PR4167 .T352 2001","0","eng","xxc"
"PR4167 .T352 2001","0","eng","xxc"
"BF408 .I36 2009","3","eng","ne "
"f ND2899.5 .H472 1997","0","ger","sz "
"f ND2899.5 .H472 1997","0","ger","sz "
"HQ1744.B4 J3613 2005","0","eng","ii "
"UE85 .L58 2006","0","rus","ru "
"DK214 .I25 2007","0","rus","ru "
"PQ3948.5.H2 C43 2004","0","fre","ht "
"PQ3948.5.H2 C43 2004","0","fre","ht "
"PQ3948.5.H2 C43 2004","0","fre","ht "
"PG1418.S33 A6 2008","0","und","rb "
"DS666.M3 P64 2005","0","map","ph "
"DS666.M3 P64 2005","0","map","ph "
"DS666.M3 P64 2005","0","map","ph "
"DS666.M3 P64 2005","0","map","ph "
"DS666.M3 P64 2005","0","map","ph "
"D805.A2 D48 2005","0","rus","ru "
"B2430.D483 D5713 1981","7","eng","cau"
"PQ4084 .F27 2008","0","ita","it "
"PG3230.5 .B38 2006","0","rus","ru "
"DK37.4 .K56 2008","0","rus","ru "
"HC845 .I58 2007","0","eng","et "
"DG975.G68 C66 2007","0","ita","it "
"E860 .D38 1976","0","eng","nyu"
"HG5751 .I56 2004","0","eng","io "
"P901 .O72 2002","0","rus","ru "
"E748.K67 M66 1998","1","eng","cau"
"PC3309 .C66 2004","1","ita","it "
"F866 .M651 1992","3","eng","nyu"
"DK511.O75 G36 2008","0","rus","ru "
"DG55.S5 G56 1994","2","ita","it "
"DG55.S5 G56 1994","2","ita","it "
"DG55.S5 G56 1994","2","ita","it "
"DG55.S5 G56 2000","2","ita","it "
"DG55.S5 G56 2000","2","ita","it "
"DG55.S5 G56 2000","2","ita","it "
"DK32 .K362 2008","0","rus","ru "
"HS2973 .R69 2007","1","rus","ru "
"J61 .B27 110th no.136","1","eng","dcu"
"PG3476.T75 Z4842 2005","0","rus","ru "
"M1838.U34 N49 2007","0","eng","ug "
"J61 .B27 110th no.138","1","eng","dcu"
"JN6598.K7 P38 2008","1","rus","ru "
"Q127.P46 S25 2008","0","eng","ph "
"DS36.9.D47 S53 2007","1","ara","jo "
"PL8021.G4 S78 2003","0","eng","gh "
"PQ4042 .A86 2009","0","ita","it "
"PQ4042 .A86 2009","1","ita","it "
"PJ7874.A7567 R36 2006","0","ara","iq "
"J61 .E96 110th no.122","0","eng","dcu"
"PN6728.F33 E77 2005","2","eng","nyu"
"BX184.L4 M8712 2007","0","ara","le "
"J60 .J9 110th no.99","0","eng","dcu"
"J61 .E96 110th no.121","0","eng","dcu"
"J60 .J9 110th no.100","0","eng","dcu"
"E183.9 .G65 2009","0","spa","ve "
"J61 .E96 110th no.120","1","eng","dcu"
"J61 .S5 111th no.11","0","eng","dcu"
"PT5559.H3 Z65 2009","1","dut","ne "
"DC64.G7 H55 2009","0","lat","sz "
"DC64.G7 H55 2009","0","lat","sz "
"PG3489.5.Y86 Z58 2007","0","rus","ru "
"HE8699.V4 O45 2007","0","spa","ve "
"J61 .E34 110th no.96","0","eng","dcu"
"J61 .B8 110th no.44","0","eng","dcu"
"GT4852.A2 G73 2007","0","ita","it "
"J61 .B8 110th no.43","0","eng","dcu"
"AC106 .S535 2007","0","ara","ba "
"BP172 .S56 1999","0","fre","uv "
"J61 .A752 110th no.81","0","eng","dcu"
"J61 .A752 110th no.82","0","eng","dcu"
"J61 .A752 110th no.79","0","eng","dcu"
"J61 .A752 110th no.78","0","eng","dcu"
"DD290.29 .R53 2009","0","ger","gw "
"DD290.29 .R53 2009","0","ger","gw "
"J61 .A752 110th no.77","0","eng","dcu"
"DS134.9.A74 L48 2008","0","rus","ru "
"DK510.763 .M39 2008","0","rus","ru "
"B798.F5 G76 1913","0","fin","fi "
"J61 .A752 110th no.76","0","eng","dcu"
"LA1238 .R48 2004","0","eng","my "
"J61 .A752 110th no.75","0","eng","dcu"
"BX300 .V45 2008","0","rus","ru "
"N7952.S54 F67 2006","0","ita","it "
"J61 .A752 110th no.74","0","eng","dcu"
"NA2599.8.K73 A3 2008","0","rus","ru "
"J61 .A752 110th no.73","0","eng","dcu"
"J61 .A752 110th no.71","0","eng","dcu"
"HC860 .E17 2006","0","eng","tz "
"PN6519.B58 B47 2005","0","bik","ph "
"J61 .E34 110th no.97","0","eng","dcu"
"J61 .I614 110th no.69","1","eng","dcu"
"J61 .I614 110th no.71","1","eng","dcu"
"J61 .B27 110th no.139","0","eng","dcu"
"PR8511 .L43 2008","0","eng","stk"
"ND698 .D34 2007","0","rus","ru "
"J61 .E96 109th no.251","0","eng","dcu"
"DT291 .M39 2002","0","fre","fr "
"DT291 .M39 2002","0","fre","fr "
"J61a .H8 110th no.41","0","eng","dcu"
"Z938.A12 W46","0","lat","pl "
"PT275 .K68 2009","1","eng","gw "
"PR6064.J3 S3 1965","0","eng","tz "
"Q174 .F746 2009","0","eng","ne "
"J61 .H69 110th no.39","0","eng","dcu"
"BS1225.53 .G43 2005","0","eng","pl "
"DG203 .P42 2006","0","lat","it "
"PT5881.23.C55 V7513 2004","0","eng","sr "
"J61 .H69 110th no.38","0","eng","dcu"
"PG3489.U24 P67 2008","0","rus","ru "
"J61 .I614 110th no.81","0","eng","dcu"
"J61 .E96 109th no.253","0","eng","dcu"
"PQ4913.O75 T47 2009","0","ita","it "
"J61 .I614 110th no.77","0","eng","dcu"
"J61 .I614 110th no.80","0","eng","dcu"
"PG2987.C68 Z49 2003","0","rus","ru "
"DF595 .K77 2008","0","eng","rb "
"J61 .J9 110th no.144","0","eng","dcu"
"DK4452.W34 C459 2008","0","pol","pl "
"PQ2667.A419 R476 2008","0","fre","fr "
"PQ2667.A419 R476 2008","0","fre","fr "
"DL313 .T5 1892","0","ice","ic "
"DL313 .T5 1892","0","ice","ic "
"DS135.M23 K64913 2008","2","eng","nyu"
"HM1281 .N66 2006","0","ita","it "
"DL313 .T5 1892","0","ice","ic "
"DL313 .T5 1892","0","ice","ic "
"DK268.5 .F87 2006","0","rus","ru "
"CB195 .D72 1987","1","eng","cau"
"J61 .J9 110th no.147","0","eng","dcu"
"ML394 .I23 2008","0","rus","ru "
"QB36.G2 A64 2008","1","ita","it "
"DS262.G4 M33 2008","0","eng","it "
"QC16.M24 E76 2006","1","eng","ja "
"PG3493.38.U256 M9 2008","1","rus","ru "
"PQ4861.T94 V47 2008","0","ita","it "
"J61 .J9 110th no.148","0","eng","dcu"
"JN7825 .L37 2008","0","eng","sw "
"DK771.D3 R88 1994","0","rus","ru "
"PC4813.7 .A774 1986","0","eng","cau"
"J61 .J9 110th no.149","0","eng","dcu"
"PG3492.56.Z665 L58 2008","0","rus","ru "
"J61 .N42 110th no.73","1","eng","dcu"
"BR253 .F53 2008","3","eng","be "
"HV1213.N55 A3 2008","0","rus","ru "
"ND623.L5 A647 2009b","1","eng","enk"
"PT2434 .A1 1967","0","ger","gw "
"E169.1 .S9344 2009","0","eng","pl "
"PM7831 .A24 2009","0","eng","ne "
"J61 .N42 110th no.74","0","eng","dcu"
"DS274.2 .T8 N381","1","ara","ua "
"J61 .S56 110th no.100","0","eng","dcu"
"ND497.H868 A4 2008","0","eng","enk"
"J61 .V47 110th no.86","0","eng","dcu"
"J61a .H8 110th no.42","0","eng","dcu"
"J61 .J9 110th no.150","0","eng","dcu"
"J61 .V47 110th no.85","0","eng","dcu"
"J60 .A75 110th no.28","0","eng","dcu"
"J61 .S56 110th no.101","0","eng","dcu"
"J60 .I39 110th no.36","0","eng","dcu"
"J60 .I39 110th no.37","0","eng","dcu"
"J60 .S63 110th no.23","0","eng","dcu"
"J61 .V47 110th no.87","0","eng","dcu"
"NX556.A1 H6 1970","1","eng","nyu"
"DK40 .G7 1970","0","eng","nyu"
"HC940 .U55 2005","0","eng","sx "
"HQ767.5.K4 T47 2006","0","eng","ke "
"GV1713.U33 A75 2008","1","eng","ug "
"LA1841 .M34 2008","0","eng","tz "
"HG1206.5 .I46 2008","0","tur","tu "
"KTG1572 .A37 2008","0","fre","sg "
"PQ2309.H4 Z627 2009","0","fre","ne "
"PG3489.4.L587 K37 2007","0","rus","ru "
"PQ2667.A6858 L59 2009","0","fre","fr "
"HD8528 .R31 1992","0","rus","ru "
"BJ704 .V3 2008","0","fre","fr "
"HD8528 .R31 1992","0","rus","ru "
"HT135 .C53 2008","0","fre","fr "
"LC93.A2 E45 2008","0","fre","fr "
"PQ2607.E834 Z55 2008","0","fre","fr "
"PG1196.12.A4 A6 2007","0","mac","xn "
"CC79.5.A5 I58 2006","0","fre","fr "
"CC79.5.A5 I58 2006","0","fre","fr "
"DC611.B78 L39 2008","0","fre","fr "
"f F3116 .A576 1979","0","spa","cl "
"HQ799.E82 S55 2008","0","eng","et "
"PQ2625.I2 Z596 2008","0","fre","fr "
"PT9749 .V35 1964","0","swe","sw "
"CT1054 .D48 2001","0","ger","gw "
"PQ1786 .A43 2008","0","fre","fr "
"PT9792 .V35 1964","0","swe","sw "
"DK4445 .W57 2008","0","pol","pl "
"PQ3989.2.M217 B53 2009","0","fre","fr "
"PQ2678.O4153 C47 2009","0","fre","fr "
"N6914 .L46 2008","0","ita","it "
"PQ2663.H396 J85 2009","0","fre","fr "
"PG3491.6.E43 B45 2008","0","rus","ru "
"BR65.G76 M36 1998","0","ger","ne "
"PQ6603.A7 T74 2009","0","spa","sp "
"PQ2673.O6525 C44 2009","0","fre","fr "
"N67 .A78 2008","0","fre","fr "
"DK268.U26 A4 2008","1","rus","ru "
"PT2680.L378 Z476 2004","0","ger","gw "
"PQ2702.E84 T73 2009","0","fre","fr "
"PT2680.L378 Z476 2004","0","ger","gw "
"PG1408 .V836 2005","0","scc","rb "
"PG3492.34.P68 V37 2008","0","rus","ru "
"PN2851 .K67 2007","0","scc","rb "
"PQ9261.P417 Z645 2009","0","fre","fr "
"PQ2671.A58 Z46 2009","0","fre","fr "
"PG3482.8.U676 Z44 2008","0","rus","ru "
"PG3488.O3933 E88 2008","0","rus","ru "
"HT145.R9 K97 2006","0","rus","ru "
"DP269.8.E2 E369 2008","0","spa","sp "
"DP269.8.E2 E369 2008","0","spa","sp "
"F2321 .V35 2007","0","spa","ve "
"PQ2672.E1113 A82 2009","1","fre","fr "
"B4268.S62 A53 2007","0","rus","ru "
"PQ2672.I385 E5 2009","0","fre","fr "
"DK510.34 .K12 2008","0","rus","ru "
"PQ2639.E48 Z46 2009","0","fre","fr "
"PG3483.3.E3787 L58 2008","0","rus","ru "
"PG3337.L42 L46 2008","0","rus","ru "
"PG7158.M51 S65 2008","1","pol","pl "
"PQ145.7.E3 G39 2009","0","fre","fr "
"f ND623.P615 A4 2004","0","ita","it "
"f ND623.P615 A4 2004","0","ita","it "
"D810.S7 V58 2007","0","rus","ru "
"DK188.3 .B36 2008","0","rus","ru "
"DJ401.G45 .G47 2008","0","dut","ne "
"N8560 .X3 2005","0","eng","sp "
"N8560 .X3 2005","0","eng","sp "
"N8560 .X3 2005","0","eng","sp "
"PS3558.E4974 F35 2007","0","eng","enk"
"F1788 .A745 2006","0","spa","ve "
"DK33 .K55 2008","0","rus","ru "
"TD195.D35 M478 2007","0","eng","lo "
"TD195.D35 M478 2007","0","eng","lo "
"NB497.M7 A4 2008","0","eng","nyu"
"JC328.3 .R53 2008","0","fre","fr "
"KPL41.S57 H36 2005","0","eng","ii "
"PQ2664.U3475 E5 2009","0","fre","fr "
"B2430.F724 O84 2008","0","fre","fr "
"PA26.P37 S78 2008","0","ita","it "
"PA26.P37 S78 2008","0","ita","it "
"ND497.T8 H265 2009","0","eng","stk"
"P99.4.P72 .P75 2008","0","fre","fr "
"PR2642.E58 M47 2009","1","eng","enk"
"PR275.F75 C57 2009","2","eng","enk"
"PQ6327.P5 A76 2009","1","eng","onc"
"PS3503.I785 Z84 2009","1","eng","quc"
"PS3511.I9 B715 2009","0","eng","scu"
"PR9619.3.T4494 I26 2008","0","eng","enk"
"HE3018 .I45 2003","0","eng","enk"
"PR6068.O78 Z94 2009","0","eng","enk"
"DG571 .B863 2007","0","eng","nyu"
"PR658.W6 J87 2009","1","eng","nju"
"PR478.P36 N49 2009","2","eng","nju"
"PR468.P42 L68 2009","1","eng","enk"
"PR438.D56 G56 2009","0","eng","ilu"
"PR6003.E282 Z7896 2009","2","eng","miu"
"PK5409 .M47 2009","0","eng","nyu"
"PR447 .B38 2009","4","eng","enk"
"PR6058.U24   R68 2008","0","eng","enk"
"PR1764 .B58 2009","1","eng","onc"
"PQ155.W6 B87 2009","3","eng","pau"
"PR5893 .B87 2009","1","eng","vau"
"PR4750 .P64 2009","1","eng","enk"
"HQ756 .S235 2009","0","eng","enk"
"PR9205.05 .M33 2009","1","eng","msu"
"PS3511.A86 Z566 2009","2","eng","gau"
"PL2303 .C41165 2009","1","eng","deu"
"PS283.M9 A45 2009","0","eng","nbu"
"PR6003.E282 Z919 2009","1","eng","enk"
"PR4381 .M45 2009","1","eng","nyu"
"PQ305 .S94 2009","0","eng","deu"
"DA687.C9 Y68 2009","4","eng","nyu"
"PS3545.I544 Z48 2009","1","eng","nju"
"PK3798.S91 M713 2009","2","eng","nyu"
"PQ149 .R93 2009","1","eng","deu"
"PQ6105 .F57 2009","1","eng","enk"
"PR6063.A757 R54 2008","0","eng","enk"
"PR447 .C596 2009","1","eng","enk"
"PR468.R65 M39 2008","0","eng","enk"
"PS1744.G57 Z48 2009","1","eng","alu"
"PR2819 .D374 2009","0","eng","deu"
"PN2599.5.T54 G87 2009","2","eng","enk"
"PR826 .J33 2009","1","eng","mdu"
"PN2277.N5 S39 2009","0","eng","pau"
"PS228.P69 S38 2009","0","eng","ohu"
"PS3505.A87 Z758 2009","0","eng","nju"
"PR113 .M368 2009","0","eng","enk"
"PQ2605.A3734 Z5464 2009","2","fre","nyu"
"PS566 .H35 2009","0","eng","lau"
"PS153.C3 W36 2009","2","eng","nyu"
"PQ6349.E5 C47 2009","1","eng","enk"
"PG3328.Z6 F53 2009","3","eng","ilu"
"PQ561 .F68 2008","0","eng","enk"
"PT405 .G4585 2009","2","eng","nyu"
"PS228.G45 B76 2009","4","eng","nyu"
"PS374.M39 D63 2009","1","eng","pau"
"CB206 .I43 1999","1","eng","mau"
"PR6102.A773 L67 2008","0","eng","enk"
"PR2677.P6 C47 2009","2","eng","enk"
"PS3623.I6634 M77 2009","0","eng","txu"
"PR448.F55 B73 2009","2","eng","vau"
"PS153.J4 H64 2009","1","eng","nyu"
"PN2316.T58 Y24 2009","0","eng","miu"
"PJ7542.N23 H65 2009","0","eng","enk"
"PQ6533.Z5 S34 2009","0","eng","pau"
"PJ1487 .P365 2009","3","eng","enk"
"PR3544 .C87 2009","1","eng","enk"
"PS1688 .S65 2009","0","eng","nvu"
"PR5438 .A48 2009","1","eng","onc"
"PQ2663.I9 Z82 2009","0","eng","enk"
"PS3513.U855 Z53 2009","0","eng","nbu"
"PR1304 .V57 2008","2","eng","enk"
"PS3565.Z5 Z86 2009","0","eng","nyu"
"PR2642.P64 B46 2009","2","eng","enk"
"PS310.N3 F45 2009","5","eng","ctu"
"PR4453.C4 Z743 2008","0","eng","enk"
"PR468.F56 M35 2009","3","eng","nyu"
"PS228.P67 B46 2009","3","eng","pau"
"PR6019.A67 Z6 2009","0","eng","enk"
"PG3476.P27 A2 2008","0","eng","mau"
"PR468.M596 O75 2008","1","eng","ohu"
"PR585.S6 S28 2009","0","eng","enk"
"PR1495 .Z33 2009","1","eng","onc"
"PS228.P6 H84 2009","0","eng","ohu"
"PL2303 .R45 2009","4","eng","enk"
"PS153.N5 H293 2009","0","eng","lau"
"PR3001 .P63 2009","1","eng","vtu"
"PR2989 .L438 2009","0","eng","nyu"
"PN2723 .S38 2009","2","eng","iau"
"PR6045.O72 Z858 2008","0","eng","nyu"
"PS2853 .N35 2009","0","eng","scu"
"PS3554.I32 Z94 2009","0","eng","scu"
"JA84.F8 G86 2009","0","eng","quc"
"GV1703.C3 H49 2008","4","eng","th "
"PS3562.E489 C37 2009","4","eng","mnu"
"PN781 .D53 2008","0","eng","enk"
"PL248.P34 Z68 2009","2","eng","nyu"
"DS70.5.N9 G48 2009","0","eng","mdu"
"PS2127.F7 W74 2009","0","eng","enk"
"PS3566.O474 H65 2009","0","eng","ilu"
"PT9876.23.A49 I8313 2009","3","eng","nyu"
"PT2638.W896 A2 2009","3","eng","nju"
"PR461 .S79 2009","8","eng","ilu"
"PR9199.3.A8 Z795 2008","3","eng","enk"
"PR275.T45 S36 2007","1","eng","be "
"PR6005.O4 Z6573 2009","1","eng","quc"
"PS3563.O6225 Z75 2009","0","eng","scu"
"PS3511.A86 Z89163 2009","1","eng","enk"
"PE1404 .S835 2008","1","eng","utu"
"PT5881.15.N68 S6713 2009","0","eng","ctu"
"PS153.I2 K78 2009","3","eng","nbu"
"PS159 .G82 2009","1","eng","txu"
"PQ7298.13.E56 Y613 2009","0","eng","txu"
"PS647.A35 B47 2009","0","eng","nyu"
"PR9087 .B49 2009","1","eng","inu"
"PR1874 .F67 2008","0","eng","enk"
"HB3651 .F368 2009","2","eng","miu"
"PE1405.U6 S4 2009","0","eng","utu"
"PS3561.R295 F35 2009","0","eng","wiu"
"GV1796.H57 S34 2009","3","eng","enk"
"PT5881.23.C55 F74 2008","0","eng","enk"
"PR3539.K57 H58 2009","0","eng","xx "
"PQ2683.A23 A9813 2009","0","eng","nbu"
"PR6019.O9 Z7995 2009","2","eng","stk"
"PS3537.T3234 Z715496 2009","1","eng","mdu"
"PG8722.32.E5 J86 2008","2","eng","enk"
"PS3551.G33 Z46 2008","0","eng","cau"
"PJ7816.A678 M8613 2008","0","eng","enk"
"PR6068.U757 S273897 2009","0","eng","enk"
"PR6063.E34 M87 2008","0","eng","ie "
"PQ7298.26.A76 N6813 2009","1","eng","ilu"
"PN1031 .G49 2009","1","eng","miu"
"PR6063.O82 Z466 2009","0","eng","ilu"
"PN1972 .B53 2007","0","eng","enk"
"PS153.N5 W455 2009","1","eng","vau"
"PS3552.A3324 B63 2008","0","eng","txu"
"PS3558.A4216 A77 2009","0","eng","pau"
"PQ7298.18.U28 A6 2009","0","eng","wau"
"PS3561.E2526 B66 2009","0","eng","nyu"
"PR9080 .A75 2009","2","eng","enk"
"PK6412.R53 S49 2008","1","eng","ne "
"PS3623.I879 D46 2009","0","eng","dcu"
"DA235 .D47 2007","0","eng","onc"
"PR6013.R795 D53 2008","1","eng","onc"
"PQ8179.A823 Z48 1997","2","spa","cou"
"Z278 .G87 2009","1","eng","enk"
"PS3515.E37 Z58673 2009","1","eng","miu"
"GT2112 .W56 2008","6","eng","nyu"
"PS3556.A545 K57 2008","0","eng","miu"
"PR6054.O65 L54 2008","0","eng","enk"
"PS3568.O2894 M48 2009","1","eng","nju"
"PS374.D4 M853 2009","2","eng","ncu"
"PQ6526.G794 N44 2003","0","spa","cou"
"PN3365 .N63 2009","2","eng","gau"
"PQ6603 .R8 2001","0","spa","cou"
"PN1042 .A348 2009","2","eng","nyu"
"PQ6144 .H54 1999","0","eng","cou"
"PG2997 .S88 2009","1","eng","wiu"
"PN4305.M6 A65 2008","0","eng","onc"
"PQ4225.E8 C66 2009","0","eng","nyu"
"PQ7276 .B474 2009","2","eng","ilu"
"PJ7820.A8426 A9913 2008","1","eng","enk"
"PS153.M4 G63 2009","4","eng","miu"
"PE1404 .S54 2008","0","eng","nju"
"PS3610.A89 C66 2008","0","eng","cau"
"PT2670.U53 R4513 2008","1","eng","nyu"
"PQ7389.G665 A6 2004","0","spa","cou"
"PQ3816 .B35 2009","0","eng","enk"
"PQ6525 .S45 2003","0","spa","cou"
"PS3613.C4973 D57 2008","1","eng","pau"
"PR2664.A2 G55 2008","2","eng","enk"
"GR550 .B648 2009","5","eng","nyu"
"PR6035.E24 Z95 2008","0","eng","quc"
"DT515.57 .F353 2008","5","eng","enk"
"PR9199.3.W4989 H65 2006","1","eng","onc"
"PR6035.E4 A6 2008","0","eng","stk"
"PS3603.O4526 I8 2009","0","eng","ctu"
"PQ3989.2.J4 P3713 2009","0","eng","nyu"
"PS536.2 .N687 2009","0","eng","inu"
"PS3566.H5 A6 2009","0","eng","ohu"
"PS3608.A79 O97 2009","2","eng","nyu"
"PS3610.O62 R35 2008","0","eng","oru"
"PS3565.R427 Z46 2009","1","eng","azu"
"PR4556 .A86 2008","0","eng","nyu"
"PN212 .H46 2009","3","eng","enk"
"PS3552.A443 Z464 2009","0","eng","nyu"
"PS3563.A4345 O47 2008","1","eng","enk"
"PQ7390.A72 Z52 1999","0","spa","cou"
"PS615 .D645 2009","0","eng","aru"
"PN3383.N35 H46 2008","1","eng","bcc"
"PS374.C565 E43 2009","0","eng","ncu"
"PN6790.I4 M56 2009","3","eng","inu"
"E99.E7 V36 2009","0","eng","quc"
"PE1404 .L66 2008","1","eng","nyu"
"PQ7798.29.H8 A6 2009","0","eng","nbu"
"PN49 .M67 2009","0","eng","nju"
"PS508.I5 N387 2009","1","eng","nbu"
"PQ6115 .S57 2004","0","spa","cou"
"PR6035.E4 O88 2008","1","eng","stk"
"PN1997.K895 G47 2008","5","eng","miu"
"PQ7378 .E76 2001","0","spa","cou"
"PR6068.I292 P57 2008","0","eng","enk"
"PK5013.H3 G313 2009","3","eng","nyu"
"PR8771 .M66 2008","1","eng","ie "
"PR888.P68 B58 2008","0","eng","enk"
"PS366.T73 C36 2009","3","eng","enk"
"PS3554.I65 C57 2009","1","eng","ilu"
"PJ5055.23.A75 S5413 2009","1","eng","nyu"
"PN1992.945 .M87 2008","6","eng","mnu"
"PR6063.A614 D66 2007","2","eng","enk"
"PQ6613.A763 D613 2008","0","eng","enk"
"PN1661 .D86 2009","1","eng","ilu"
"PL4209.N493 A6 2009","0","eng","th "
"PQ2678.E955 D5413 2008","5","eng","enk"
"PR6063.O82 G63 2009","0","eng","ilu"
"PL862.S77 H4713 2007","1","eng","enk"
"PR9265.9.A35 I53 2008","0","eng","enk"
"PR6073.I432935 J64 2007","0","eng","enk"
"PQ1986.L4 E4 2009","2","eng","nyu"
"PS3603.A486 L5 2009","0","eng","ilu"
"PS3602.R397 M57 2009","0","eng","nyu"
"PQ7079.2.G35 N35 2009","0","eng","nmu"
"PS3568.O5314 N6 2008","0","eng","ksu"
"PR9199.3.T469 P35 2007","0","eng","onc"
"PS3562.E489 P54 2009","0","eng","mnu"
"PS3554.I3 Z917 2009","5","eng","mdu"
"PS228.P6 S65 2009","1","eng","wiu"
"PR6021.I35 A6 2009","0","eng","enk"
"PS617 .A54 2009","5","eng","nyu"
"PS217.C58 G75 2003","1","eng","mau"
"BX5199.A6 B44 2008","0","eng","xx "
"PS1881 .A33 2009","0","eng","ohu"
"PQ2122 .C36 2009","4","eng","enk"
"PN1271 .B87 2009","5","eng","mnu"
"PR6058.A73 C65 2008","1","eng","enk"
"PN2091.S8 R69 2009","0","eng","nyu"
"PL984.E8 E65 2009","2","eng","nyu"
"PL2658.E3 H45 2009","2","eng","wau"
"PR4611.A73 P38 2009","5","eng","nyu"
"PS3623.I58 M53 2009","1","eng","iau"
"PR853 .N69 2009","3","eng","onc"
"PS3569.T4834 O35 2009","0","eng","txu"
"PS3620.O957 P47 2009","0","eng","ilu"
"CR4595.U5 C43 2009","1","eng","ncu"
"PS3558.E85 P64 2008","0","eng","pau"
"PL726.33.B8 K56 2008","6","eng","miu"
"PQ6496.A2 M36 2008","0","spa","deu"
"PS221 .C656 2009","1","eng","enk"
"Z695.9 .L45 2008","0","eng","nju"
"LB2331.72 .D66 2008","5","eng","nyu"
"LB2332.3 .T683 2009","4","eng","pau"
"PS3573.A425336 N49 2009","0","eng","miu"
"PS549.N5 N48 2008","0","eng","nyu"
"JA84.A33 C43 2009","2","eng","enk"
"JL966 .D73 2009","4","eng","cau"
"JK468.P64 C525 2009","0","eng","nyu"
"JC337 .C5815 2007","0","eng","sz "
"JZ1251 .C853 2008","0","eng","enk"
"JC423 .D44133 2009","0","eng","nyu"
"JQ1803.5.C58 D46 2008","1","eng","sz "
"KF4755 .J66 2009","2","eng","gau"
"JZ6405.W66 F46 2008","5","eng","enk"
"GE197 .A66 2008","2","eng","cau"
"E906 .T63 2009","2","eng","nyu"
"JK1759 .S59 2009","4","eng","dcu"
"JZ1480 .P45 2009","2","eng","cou"
"JF799 .D25 2009","3","eng","enk"
"UA23 .G7788 2009","0","eng","dcu"
"JC571 .B435 2009","2","eng","enk"
"JN1571.5.S56 O27 2009","0","eng","enk"
"KF9430.A53 P64 2008","0","eng","mdu"
"JZ1242 .T48 2009","3","eng","enk"
"JK1924 .N43 2009","0","eng","mdu"
"E902 .H475 2009","0","eng","quc"
"JQ1508 .B53 2008","3","eng","enk"
"K640 .C448 2009","0","eng","enk"
"DS777.55 .C54 2009","1","eng","enk"
"JQ1510 .D74 2010","2","eng","nyu"
"JZ1318 .D464 2009","2","eng","enk"
"JQ2947.A56 D42 2008","3","eng","ke "
"JV6225 .B75 2009","3","eng","enk"
"JZ6300 .D55 2009","2","eng","enk"
"JQ1692 .C83 2009","1","eng","nyu"
"JC423 .E79 2008","0","eng","mau"
"KF4770 .B37 2008","1","eng","mnu"
"JZ1318 .N43 2009","4","eng","mdu"
"JZ1748.A57 J9 2009","4","eng","mdu"
"JZ1480.A53 .O23 2009","3","eng","dcu"
"JQ1879.A15 E36 2009","0","eng","mdu"
"JZ1320 .R44 2007","1","eng","sz "
"JZ5675 .R49 2008","0","eng","cau"
"UA928.5.B67 F67 2009","1","eng","ilu"
"JZ1570 .R45 2009","1","eng","be "
"UA832 .M37 2007","0","eng","ts "
"JZ1720 .A75 2009","0","eng","nyu"
"JF1351 .C577 2009","0","eng","dcu"
"JA86 .C52 2009","8","eng","enk"
